musicbrainz_mbid,mbx_birth_year,mbx_birth_city,mbx_birth_state,mbx_birth_country
8f0c7db9-6d1c-446b-913c-b5c6811ca6fc,1955.0,,,United States
76e78b58-f301-4975-8058-7f84d8360738,1998.0,Homewood,,United States
d39f9276-32c1-4b84-9389-d77dbc3801ae,1993.0,,,United States
b7984d80-3e30-42d3-b34c-b6aeb258aa6c,,,,United States
e3d0da79-2006-472c-8338-2ea2e259058b,1917.0,Wood County,Texas,United States
4c5d7f65-8811-40aa-bcc2-fd701d404779,1924.0,Section,,United States
b69916ba-1213-4a44-a9c2-087c8e26f400,1979.0,,,United States
52b19859-74d8-4952-87eb-0d8351281df7,1995.0,,,United States
3f6e3fe2-6f82-4246-a02e-c8496d848537,1911.0,,,United States
1af9993d-7410-46ca-a94b-14c2994f285e,1943.0,,,United States
e19065af-f89f-4ace-86f2-dc197fc23cf7,1921.0,Fleming-Neon,,United States
7bf4da99-0afc-43f7-b35b-016ad6fd5893,1988.0,Nashville,,United States
c43ee0ce-aa77-43ae-b722-afac4bae3c62,1981.0,Moorcroft,,United States
8e828427-ec30-4cac-a90f-e4a5701b71ab,1921.0,,,United States
339973c0-fc0d-4570-bf95-07082a9c7e88,,,,United States
3cfdd428-e5d0-408c-b8a7-5a149c89e6a9,1997.0,,,United States
e91cc3d2-640a-4529-8d4f-9bf14f1257ca,1925.0,,,United States
840d014d-23f1-4dce-a669-d4824f448387,1973.0,Auburn,,United States
8124e55d-2d3f-4e72-8ca6-5a89d9aa2c25,1904.0,,Texas,United States
974cccce-9d4a-424e-9225-7e83c121c053,1991.0,Oxford,,United States
3f6c460c-8f06-4a8e-8293-83dc8859b859,1948.0,Lewis County,Kentucky,United States
c884a0fb-ab3b-4b06-898f-f5cb9b816ad4,1979.0,Salyersville,,United States
b3a3fd76-20bb-4276-bd1a-e09c89116074,1954.0,,Pennsylvania,United States
0aed69f3-585a-424b-ada2-df6b47137ea5,1976.0,,,United States
72d2efc4-9700-429b-9c78-412d80b21a21,1940.0,Denver,Colorado,United States
088e9c9c-a431-460c-9ea4-539654ae0a51,1948.0,,,United States
f8a57783-99ca-48f2-8937-86d7e9c81792,1915.0,,,United States
0ee34caa-31c3-4b34-9fa1-5efec8b5fefb,1930.0,,Oklahoma,United States
ec4f119f-f02f-41bd-9643-9bf8f6486356,1976.0,Memphis,,United States
944834a1-2da3-4679-a03b-ce05d8339a09,1985.0,Arlington,,United States
24ff3a8a-df96-4d46-ac99-b3e989d3ae14,1965.0,,,United States
e7793ca1-282e-4a70-bed9-d9e26d135828,1947.0,Chillicothe,,United States
2cee0cfb-cac2-423f-8746-ec7a70e92278,1940.0,Gulfport,,United States
7b01f6bf-8ca4-4b85-9df0-d0b1be0fed8c,1946.0,Santa Monica,,United States
42f892c2-4f32-4380-8c14-dad3e926d840,,,,
e0c38793-9fd5-4824-b30d-78e47c2a3149,1949.0,,,United States
c85360c9-7b7f-4cb2-a541-bff275020b9e,1990.0,Sumner County,Tennessee,United States
b3ddbf06-392d-41f8-b1d3-080edee320af,1965.0,Birmingham,,United States
eddfe0b7-5b6c-44a9-9b14-9dceddb5d3e7,1953.0,,Oklahoma,United States
4e32a669-b8f9-444d-b7af-fdebaecd6772,1878.0,,,United States
41e03cbd-acbf-4d4e-8ed4-218c144de359,1966.0,Perryville,,United States
65b72a96-123e-4182-a467-4d60b3b638c1,1929.0,,,United States
86054389-bc34-4008-b00b-38ef1a1ad988,1985.0,,,
cd8e2987-765d-4cd0-afc6-82a093443f47,1999.0,Dallas,,United States
d3889afd-e4d4-41f3-b548-09036264a2f4,2000.0,Muskogee,,United States
edb28a29-912b-4a5d-a8d7-dda17c1f88a7,1984.0,,,United States
92359d0e-c336-4dd4-a859-7f0fc4056897,,Bell County,Kentucky,United States
8ac994b9-f4e0-4290-a194-c56c9ce79dae,,Marietta,,United States
1e47b9d0-14e3-4c73-9f05-06dfae15e7fb,,,,United States
b97912c5-c168-476b-b89e-070442d7d4f2,,Knoxville,,United States
ed7173c5-f17a-41f9-8ff2-636b44a7276a,,,,
f45da029-7b00-4bf3-962c-0eeb20309cc4,1967.0,Whangārei,,AU
1dff5d68-4ca8-4284-a181-b015e9a30cec,1993.0,,,United States
15843a2d-55a6-4849-b333-42508a60a23a,,Colorado Springs,,United States
54f855b3-e958-46c3-973d-d4536250a652,1966.0,Sydney,New South Wales,United States
9f0b16ba-d2be-49be-8f37-4a96a17cf863,1997.0,County Down,Northern Ireland,GB
4c789e58-2e4c-4167-b881-79aec362824f,,County Meath,,IE
8f918972-81e9-43a5-80a4-d244a42dc5b2,1945.0,,,United States
21e68cc5-1295-4b66-8f4d-6ba58d63f78c,1989.0,Miami,,United States
cf8b6ab7-e1e1-44e5-8a1d-f45f6896a9b4,2016.0,Nashville,,United States
7f98cb2a-9b68-4b3d-9acf-e858694a3396,1994.0,Austin,,United States
3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,1989.0,Dallas,,United States
c18472c5-67ce-4d38-9fa3-d5bc2ef856e8,,,,United States
6a2d48d4-25c0-483d-b135-680af589a4ae,2012.0,Nashville,,United States
8077aea3-4b19-4c89-b6b0-4d92c4017278,1990.0,,,United States
be96eda1-7e36-44f6-affe-80780400fae0,1959.0,Ogden,,United States
252b5d32-5bd5-4cae-9d48-6aafa2145c33,1975.0,Los Angeles,,United States
ce4217a5-e713-47d2-a10c-c6286753f384,1996.0,,,United States
885e66f0-8485-451d-9893-5552260b788d,1968.0,Edmonton,,United States
407592bd-6b6e-4803-80fd-f17e59446734,1992.0,Nashville,,United States
c0b6ccb6-fb87-4594-98fb-370120d2b6e8,1974.0,Nashville,,United States
0eedfc95-e79a-4fd9-832a-cd816a0b3fda,2006.0,Nashville,,United States
80936981-aadc-45b2-a5b1-cf9542a1e394,2007.0,,,United States
6e0ae159-8449-4262-bba5-18ec87fa529f,1999.0,Columbus,,United States
f30118c5-f783-4969-8427-f3c096378267,1988.0,Nashville,,United States
4cd93c63-911b-403b-b832-b4018369ee04,2010.0,,,United States
5f549372-3e08-42aa-ad67-0d3c60e1b86d,2009.0,,,United States
507226f4-0842-4f43-950e-81a7017230ec,2000.0,Dahlonega,,United States
ef9185ff-eff6-4d1a-bbd9-84fe20f1ef63,2018.0,Nashville,,United States
c16817df-0160-490d-a437-c128cbca9218,2010.0,Nashville,,United States
1785d680-3bc2-4967-b1ff-fa73e9bbf83f,1968.0,Phoenix,,United States
140e9563-f6ca-4545-8b6e-384eb6d3cef2,2014.0,Nashville,,United States
5a52a6e6-abda-4f22-9197-e4f6d5f42054,1946.0,,North Carolina,United States
74ac19be-c6af-4631-b4f1-6145f5277d42,1993.0,Joplin,,United States
dd5fb19b-e685-47b2-bc4c-9535c58c08b6,,,,United States
d2ccb26b-b3ef-4e12-a336-f07c1bfa00ef,2005.0,Nashville,,United States
8fec36ae-abfa-4ab9-bd48-87f42203255b,2004.0,Nashville,,United States
bc8f68a3-9f43-491f-93a0-b8c19d801a27,1956.0,,,United States
5d70af6e-22e4-4a12-a12b-5c71204a5480,1924.0,Warren,,United States
f7494ea2-212b-4f01-9429-b0e5e4b26fa4,,,,United States
db15e7aa-7b0b-400a-b8e3-dcb17e646e4a,2014.0,Baltimore,Maryland,United States
8131050a-89ad-424e-a94d-25269fe1f827,1935.0,,Texas,United States
63fe933b-6618-430d-94e2-8d882a74f59c,1930.0,,,
65287a2e-460f-4434-b4b2-d3d5c1f49d4c,1927.0,,Texas,United States
c0171478-1e95-4b19-98d6-b4cc6770365f,1972.0,Columbus,,United States
43858c0d-b309-4459-b6d9-c590810620af,,Sydney,New South Wales,AU
72359492-22be-4ed9-aaa0-efa434fb2b01,1969.0,Macon,,United States
e2f526c6-09ed-4ef3-aa05-452eb12ff192,1986.0,Patiala,,IN
babbf1e4-aac3-4338-a554-c3d48cf20034,1986.0,Pembury,,
fc45fb05-bf2b-43ac-b66d-aac3e0287b0a,1962.0,,,United States
8ca30ebe-a95d-49ed-9f3e-30212cdbb0cb,,,,United States
ff30e98c-75da-4e92-819e-31670eba8bd6,,Maniwaki,,CA
43e088bd-2520-4a84-bb8e-827c86d2cf84,2006.0,Nashville,,United States
26153021-5c06-403d-b8a9-2f06f19090c1,,,,United States
66980f96-2716-48e6-88c2-cbbb81b8e888,,,,United States
b7d91b37-4639-43d4-8334-fdd1a7a32e08,,,,
442033f6-fa93-4ced-84a7-52f45617a15d,2000.0,,,United States
bc48ca9d-b28d-4822-a27e-f176afd3b633,,,,United States
fa1d45af-ceeb-445f-afe2-65308eef7780,,,,United States
ea483cd9-ff70-456d-8874-b826931b6e99,1995.0,,,
49ed7104-0cec-4dd3-ab1f-e7c28fd27327,,,,CA
0e286b3e-0971-44d4-bb5e-5f55dc1d711a,1969.0,Montréal,,CA
48db3bb1-2926-4658-9f48-cf1fdd660865,1968.0,Greater Sudbury,,CA
5ab1932a-1a7f-4723-af17-182786db6879,,,,CA
133fd324-e2f8-4272-973b-30ac6a943d0f,,,,CA
4165a914-889f-415c-b355-1462457a026c,2005.0,,,CA
81551a7a-7cae-46ad-a785-3468f8f4eadc,1995.0,Pickering,,CA
0f0aa25b-e6ea-4701-aab8-f9e52b3968f3,1993.0,,,
8e62c71f-7bd8-418f-8c63-a0b2597e23da,1959.0,Toronto,Ontario,CA
433e715e-1eac-47e6-815f-93797cfab7aa,1967.0,Kristianstad,,SE
4a8ae4fd-ad6f-4912-851f-093f12ee3572,,,,United States
d983ff62-9469-4e0b-a1b8-464974eba541,,Lakefield,,CA
1ba9beca-2d71-409d-90a9-6ec1b3eb17e1,1978.0,Athens,,
8f1603e6-d6db-4ff2-84ac-0a36ed52b913,,,,
b27229bb-5669-4e98-b4ce-0158b2451fe8,1984.0,Cedartown,,United States
4e1fea54-3b52-40c2-831a-94cd550d392d,1984.0,,North Carolina,United States
254781a6-c690-4d0f-b01e-548d83a4f453,1925.0,,Missouri,United States
c6ada25c-8590-4b75-8013-883a8df55882,1982.0,,,United States
ceeb25b6-a273-40b8-9645-b517892abe3c,1958.0,Jacksonville,,United States
ec368f41-e204-4270-96ca-f846d7ae5585,1969.0,Valdosta,,United States
48a6d065-1fda-4280-ae39-df1394d419cd,1979.0,Sumter,,United States
50e3dd64-6b87-4b9a-a511-c375ae4ff1ca,1976.0,,,United States
6f614d38-ad89-4130-9aef-835ad53c9653,1990.0,Bastrop,,United States
365247e5-db90-4d0e-bf2c-ca18b54fcab9,1983.0,Glennville,,United States
615caab0-9cc2-4c24-9667-f46894be726e,1963.0,Marietta,,United States
344fa214-0adb-4b3c-83c6-03e20299148f,1915.0,Greenway,,United States
9eed827f-ddf8-4d55-b83b-f8d6bbbca54d,1929.0,,Missouri,United States
70f0e309-5418-49b6-a130-666e2f76eecd,1983.0,Muskogee,,United States
4956c07c-cd2e-404a-ba0e-b7b5361df2e0,,,,United States
0e94571b-66f0-4443-90a2-e89b1f5e7dec,1991.0,,,United States
add67eec-6441-4400-aa38-05a94041828f,,,,United States
e0870836-d112-4851-92bd-570f2e1e62cb,1992.0,,,United States
b7421105-5c90-460c-8c81-2c784b62d874,1966.0,Little Rock,,United States
ab5d785b-ff87-48b5-b9e1-027e3c21ec0d,1984.0,Poyen,,United States
1a14063c-9dca-48d5-98c3-89748c74562b,1954.0,Cordell,,United States
f7b1e334-2aaa-4ef2-85f9-5c2c8cdb90dc,1934.0,South Bend,,United States
5648e723-edf0-48cf-b60e-57f253fa8672,1942.0,,,United States
a38eff48-19da-44cd-bb87-ed3861afd8d0,1979.0,,Mississippi,United States
c8c3201c-dbaa-41b5-af1b-c9e97dfb79f4,1971.0,Jamestown,,United States
f6cde1f4-220a-48cb-a398-30be58c69456,1925.0,Crimora,,United States
681a173a-a18a-42a6-8136-3c0ef3d88036,1953.0,,,United States
71d69ae8-a3ad-4961-b06e-5c25a42074be,,,Texas,United States
5ede86ef-d331-4797-aac7-872fa4da5cab,1923.0,Senatobia,,United States
e1f83b22-d40e-400a-8ebb-4e59b5b53d31,1957.0,,California,United States
15d34dc5-12d2-475e-8244-cb3eb19fa805,,,,United States
b8be39a1-85a1-48ec-961d-188bfcd73097,,,,United States
6728787e-8534-48f2-a8d1-70c59e8818da,1957.0,,,United States
6619d534-0e17-4241-a1d0-2f8ec84968c4,1967.0,Austin,,United States
611a3e51-804e-4798-8971-6f45541c9d03,,,,United States
289faaeb-96bf-41ff-a15f-5166b6298e01,1964.0,San Antonio,,United States
db7c586c-84be-495c-9a03-873dfd238c15,1980.0,,,United States
2172367e-ec02-4c2a-ad50-2b3625eae2c4,1953.0,Booneville,,United States
92f47e74-2148-4801-a91c-ca762371f161,,Wanamaker,,United States
ebffff02-f70e-4d2a-9bb2-5b8179774f3f,1973.0,Los Angeles,,
ab202000-ab93-421c-af34-7958f9a70027,1986.0,Palo Alto,,United States
3f12a151-46d1-4814-bb14-4d1b05e6a30c,1960.0,"Washington, D.C.",,United States
7b472532-06dd-428e-8049-3bf73b119c5e,1900.0,Magoffin County,Kentucky,United States
d72b97a8-7cca-4d22-9190-767dc27f0ecc,1981.0,Waterloo,,United States
9fb0a37b-6c9f-41c8-8400-3d1db83b3af6,1969.0,Freeport,,United States
533aaba8-82a2-451b-a99b-a24392696543,1968.0,DeRidder,,United States
8c03462f-49a9-4a20-ba95-0030c1abfad9,1988.0,Locust,,United States
a1652aa0-8fae-4f6b-b914-6ab6a1291fdd,1985.0,Paradise,,United States
49bf0641-e3cd-462f-8aab-5346ef213b01,1960.0,De Queen,,United States
a73662ac-647d-4ca4-b26d-162a0d5c5a8e,1979.0,Kennett,,United States
1415b94a-ae0d-4918-9100-1943e8227f1b,1964.0,,,United States
fdb4cb37-d38c-49bb-afad-485cbed17950,1955.0,Rocky Top,,United States
e913055a-6a81-4bd1-868c-12b6c7d98d1d,1988.0,,New Jersey,United States
bf69a157-325d-4b73-a11a-fce8079e539c,1939.0,Morris County,New Jersey,United States
1d8b2550-7a61-4fe1-b36b-b0cfb90c6377,1954.0,Fremont,,United States
255d9ba7-ee70-4edd-9971-c512553e313f,1954.0,Miami,,United States
c5921327-c7b7-4a32-abe8-0c3797bdb523,1936.0,Cameron Parish,Louisiana,United States
0446078e-3898-4a6a-813f-3247b95d0b0a,1956.0,Marietta,,United States
f7715d63-b2d2-4bb4-8e75-7bfc5f89115d,1913.0,Detroit,,United States
2d50057a-5541-4b1a-990d-92d3698e7ba5,1966.0,Belleville,,United States
228c9a7e-b0a5-4cb3-a8ce-c1b2300fa143,1981.0,Nashville,,United States
7604cfe5-9790-44de-bdce-cf90ebfd0631,1995.0,,,
86200eea-a1b0-4209-9f58-f05aacd9da0f,,,Arkansas,United States
82a39760-7501-4093-8679-8c533c3f9261,1948.0,Broken Bow,,United States
639a9766-297d-4053-821b-91abb3e4d275,1982.0,Battle Creek,,United States
d264a026-7485-4d3a-b4f1-f13fea5c76e2,1975.0,Morton,,United States
6c7ae922-0e43-48d5-9f12-03910ddcf5ca,1976.0,Martin County,Kentucky,United States
c30e5a03-b79a-4ca5-b848-90f9a98a30cd,,,,
4320b104-036c-4055-b0a7-f8930354ae20,1939.0,Coffeyville,,United States
493347df-c385-4b08-b283-de54a2b57e03,1915.0,Love County,Oklahoma,United States
404ec33b-e497-43e1-8da6-86b46b2b9938,1984.0,New Orleans,Louisiana,United States
1bbddf35-a5a4-49a8-a8e7-fbfc419cc0f0,1954.0,Noblesville,,United States
c8d0d74b-80eb-4746-8cea-f5df78b4b90c,1918.0,,Florida,United States
65091a42-c746-4c1e-98f7-2ab8062238f5,1948.0,,South Dakota,United States
bfc1eafd-c034-4047-ae1f-f4da194d206c,1945.0,Pascagoula,,United States
51e607d4-e28d-468d-8e21-429aa9ce0206,1969.0,Knoxville,,United States
5577aaf6-90b0-4793-a575-618514eda127,1938.0,Nashville,,United States
1d13f774-b0cd-4879-9960-33b597c77672,1973.0,Cleveland,,United States
7e54e412-bb31-481c-9a5b-cd5ba7199f46,1978.0,,,United States
625482ce-0dc0-4516-9169-95ec98400fdf,1963.0,Tulsa,,United States
707ec36f-97f0-4f69-9fc0-22f6eb620289,1946.0,Texas City,,United States
98b31574-fa4c-4cf1-bf32-681f7df45fe3,1958.0,Tulsa,,United States
21bffe8e-4e04-47f6-b1aa-7ede4b14cc4e,1954.0,Apopka,,United States
17edaee2-cb9a-4bf4-b056-36ce09ba088a,1950.0,Welch,,United States
0d248a54-fd3e-4d94-ad81-634b30425383,1918.0,,Arkansas,United States
d6d43c9e-50c9-4f0d-8486-7bf83b16f4d4,1952.0,Midland,,United States
96d3ad34-24c8-494b-b9b4-e807bb6c278a,1927.0,Ellisville,,United States
a661fe6a-53fe-48a8-a70d-9313ffec16b2,,,,
24b6dd4c-d12d-480c-adf0-eb553df27df4,1948.0,Cuero,,United States
0355369f-6d4a-4404-acfc-b94e8fbe8eef,1952.0,,,United States
20291e0d-22d9-4a3c-ac0b-1f3b3ce009a3,1965.0,Dunedin,,United States
731d5af7-6524-46ec-9845-fca7e441811d,1912.0,Cullman,,
c367f536-e5a5-4305-a9b8-2655e2b30b8d,1956.0,Stephenville,,United States
3f1aee2a-294c-4997-aed9-1c4ba1d984f7,1964.0,"Washington, D.C.",,United States
779d1126-e48c-43f2-8b51-005f3b116d7e,1993.0,Mascot,,United States
b7a38616-cf5c-46ce-b0f9-4d8951e522f5,1918.0,Covington,,United States
4e1f5310-f9bf-4862-a73c-d7fe60cbc4d6,1963.0,Beaumont,,United States
4e3ebc79-2d17-45a2-9ac7-f5b03303b539,1945.0,Dallas,,United States
8fe2a71b-91e2-4498-af4f-45bbd2d80181,1937.0,Amarillo,,
c0e63ff9-6452-4bca-98d4-2ed9cc7fa0ea,1983.0,,Florida,United States
aff932c2-ec30-4ee9-9125-5f761aae61a4,1910.0,Blue Lick,,United States
e7ca6db5-dee1-4460-8d38-35f36b61c961,1980.0,,Arkansas,United States
7994b392-4b14-4b06-b591-fd8b0ad65338,1925.0,,Nevada,United States
bdc82654-bc2d-45e7-aabf-e0494d8e917d,1870.0,,Tennessee,United States
d38acbc9-90e3-4fab-883a-73005faed8ac,1926.0,Nashville,,United States
fe4efbf0-96b1-4219-af3a-70ce1b288f88,1891.0,Maces Spring,,United States
4a06ee5e-d7e2-4e1e-9c48-c5d0d1716371,1921.0,Clinton,,United States
f625a2b1-21b5-4f7b-b7d7-e3280df4b87d,1936.0,,Oklahoma,United States
bb070599-d37a-4970-89c1-85f953ae818b,1939.0,Borger,,United States
bf4c8026-a034-4827-93f7-68e4080c9f58,1927.0,Maces Spring,,United States
2e2dc3f4-6663-40fd-9def-7b590f02c832,1976.0,,Washington,United States
9a016d7b-f159-407c-8dae-b72e77bdaf45,1892.0,,Virginia,United States
b5cb3237-3941-4346-95fe-3734b30f915f,1942.0,Crossett,,United States
52889ea9-1c52-487e-95a4-8c53f8322ca2,1917.0,Ramsey,,United States
2c08026e-c7dc-4bca-b9f3-74bb3621b586,1910.0,Ellis County,Oklahoma,United States
080e1819-5904-447a-869e-b0b2ef437c16,1989.0,Palisades,,United States
e6dbe57d-74cf-4f6e-9e16-ed6cce18baef,1981.0,Vista,,United States
91e07743-761b-40f4-b4cb-f3dd72b4c26c,1993.0,,California,United States
50d49eaa-b3ac-46a6-a1fd-744bde32d8a3,1954.0,Itasca,,United States
2fa8f23f-e052-4330-b1ea-9753e83e10b4,1907.0,Buncombe County,North Carolina,United States
b3863a83-cbde-4783-906f-410a7c11f7d4,1940.0,Vancouver,,Canada
30fb2ca9-28b8-4ed3-b075-1b8ebe7dd0c5,1994.0,Bailieboro,,Canada
43d26cb2-3aaa-4cb0-96f9-f60f1684f796,1961.0,Leicester,England,United Kingdom
52063487-acfb-4942-b8be-07d63f0bf035,1927.0,Columbus,,United States
4f788269-7d39-4970-9909-247823020e90,1894.0,,,United States
f5df3654-c755-457f-9835-f4124f9ff860,1916.0,Tyler,,United States
d76f880c-322f-4ce7-b907-8f0aa1d9412e,1974.0,Sunset,,United States
836e296c-2938-45a5-9d18-a298661dac21,1999.0,,Florida,United States
967181a8-b54d-407b-93e4-2988bd97fa39,1983.0,Greenville,,United States
5cd09b8e-1370-45df-9269-850be737aecb,1907.0,Timbo,,United States
d855f8b4-0fa7-4ee7-89c4-53dfab9b6a5a,1937.0,,Texas,United States
207d26db-bfef-4b85-b900-325c368d4c7a,1909.0,,,United States
d9ebe9c2-1e38-4e21-ae13-41fc4739de54,1921.0,Senath,,United States
fec02932-60cd-46ee-a70c-05c07905ae77,1967.0,San Francisco,California,United States
6de41954-7c30-4ce7-89f7-0a3357ec75c6,1929.0,Plainview,,United States
6d9e7506-8b53-4dd8-992a-512b18f3b6ba,,,,United States
9974444f-555e-4956-aca8-b3527fa67f24,1920,,Georgia,United States
61a43fdf-61fc-4676-85b1-17709a7882b8,,,North Carolina,United States
508a278f-8659-415b-a675-c5075244c830,,,,United States
be09d574-2683-4415-bc5d-deba285a2920,1928,Sparta,,United States
dbc5d0e0-6df8-4fcc-84c2-a4ce9e56290b,1893,Carroll County,Virginia,United States
c9605929-6b48-4991-bb96-0bf460df8ee1,1938,Chattanooga,,United States
46171dcd-75a6-4989-bb21-6911484f14ba,1931,St. Louis,Missouri,United States
cfc5b32c-8172-4fa2-af4c-3c3dfe278830,1988,Demorest,,United States
0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5,1936,Vernon,,United States
